<<<<<<< HEAD
席尔瓦 -5.4827064052 -4.06596417333
多少 -4.25225748383 -4.03455570907
毕业生 -4.4827064052 -5.66802416465
多尔 -5.00558515048 -5.19090290993
待命 -4.63760836519 -4.76493417766
任意 -5.18167640954 -5.66802416465
徐宏斌 -5.4827064052 -4.76493417766
熙熙攘攘 -5.18167640954 -5.66802416465
没了 -5.4827064052 -5.19090290993
洲际 -5.00558515048 -5.36699416899
庆幸 -5.4827064052 -4.4919329056
机会主义 -5.18167640954 -5.66802416465
巴黎 -4.18167640954 -4.463904182
小道消息 -5.4827064052 -5.19090290993
彩种 -5.4827064052 -4.4919329056
吴木銮 -5.00558515048 -5.66802416465
合唱队 -5.4827064052 -5.36699416899
张国宝 -4.78373640087 -5.66802416465
实行 -3.86992254848 -4.82292612464
重建家园 -4.57961641821 -5.19090290993
基姆 -5.4827064052 -5.36699416899
扼要 -5.4827064052 -5.36699416899
低收入 -4.78373640087 -5.66802416465
头破血流 -5.4827064052 -5.36699416899
周年 -4.06773305723 -5.06596417333
利福 -4.57961641821 -5.66802416465
每斤 -4.88064641388 -5.66802416465
冯剑明 -5.4827064052 -5.36699416899
哈维争 -5.4827064052 -5.36699416899
信息 -3.42200856485 -4.3892705637
深埋 -5.18167640954 -5.66802416465
京沪 -3.86992254848 -4.20562616676
科比 -5.4827064052 -2.35226367399
仍先 -5.4827064052 -5.36699416899
宜宾市 -5.18167640954 -5.66802416465
谋设 -5.18167640954 -5.66802416465
天气炎热 -5.4827064052 -5.36699416899
卡迪兹 -5.4827064052 -4.88987291427
上任 -5.00558515048 -4.07695955763
毕福剑 -5.4827064052 -5.19090290993
禁烧 -5.18167640954 -5.66802416465
拉锯战 -4.57961641821 -5.66802416465
一万五千 -5.18167640954 -5.66802416465
锐减 -4.30661514615 -4.76493417766
互喷 -5.4827064052 -5.19090290993
留有 -5.4827064052 -4.43757524328
一匹 -5.4827064052 -5.19090290993
缺战 -5.4827064052 -4.88987291427
美国公司 -5.18167640954 -5.66802416465
体署 -5.4827064052 -5.36699416899
雨带 -5.00558515048 -5.66802416465
抗跌 -3.93863836085 -5.66802416465
主题 -3.81060854727 -4.6266314795
众目睽睽 -5.4827064052 -5.36699416899
行将 -5.00558515048 -5.66802416465
未婚妻 -5.4827064052 -5.06596417333
响应 -4.44131372005 -5.36699416899
体罚 -5.4827064052 -5.36699416899
战犯 -5.18167640954 -5.66802416465
缠斗 -5.4827064052 -4.463904182
数星星 -5.4827064052 -5.36699416899
天线 -4.78373640087 -5.66802416465
商业模式 -5.00558515048 -5.66802416465
艰苦 -5.18167640954 -4.52189612898
绝无仅有 -5.00558515048 -4.55408081235
飙歌 -5.4827064052 -5.06596417333
有神 -5.4827064052 -5.36699416899
长建 -5.18167640954 -5.66802416465
侍奉 -5.4827064052 -5.19090290993
将率 -5.4827064052 -5.19090290993
北京地铁 -4.57961641821 -5.66802416465
尤利 -5.4827064052 -5.06596417333
金银币 -4.70455515482 -5.66802416465
强似 -5.4827064052 -5.36699416899
留德 -5.4827064052 -4.96905416032
电信公司 -5.18167640954 -5.66802416465
地级市 -5.18167640954 -5.66802416465
求职者 -5.18167640954 -5.66802416465
律师团 -5.18167640954 -5.66802416465
购鞋 -5.18167640954 -5.66802416465
潜规则 -4.78373640087 -4.66802416465
平民 -4.70455515482 -4.55408081235
出口量 -4.27858642255 -5.66802416465
皱眉头 -5.4827064052 -5.19090290993
日均 -4.70455515482 -5.66802416465
卡卡 -5.4827064052 -3.57460247949
休斯 -5.4827064052 -4.82292612464
防御性 -4.44131372005 -5.66802416465
涉毒 -5.4827064052 -5.36699416899
侵犯 -5.18167640954 -4.28781292294
陈金 -5.4827064052 -4.66802416465
不赔 -5.00558515048 -5.66802416465
不用 -4.52846389576 -4.82292612464
侯波 -5.4827064052 -5.19090290993
艾尔切 -5.4827064052 -4.82292612464
中山大学 -5.18167640954 -5.66802416465
留待 -5.4827064052 -5.36699416899
李全强 -5.4827064052 -4.88987291427
拟任 -5.00558515048 -5.66802416465
列为 -4.40352515916 -5.66802416465
工商联 -4.70455515482 -5.66802416465
胜任 -5.4827064052 -5.19090290993
东华 -4.63760836519 -5.66802416465
买买 -5.00558515048 -5.66802416465
劫持 -5.18167640954 -5.66802416465
步履蹒跚 -5.4827064052 -5.19090290993
东南 -4.70455515482 -4.4919329056
一战 -5.4827064052 -3.5313035975
拟以 -5.18167640954 -5.66802416465
征调 -5.4827064052 -5.06596417333
衰退 -4.18167640954 -5.36699416899
祸生 -5.18167640954 -5.66802416465
逃出 -5.4827064052 -4.76493417766
抽走 -5.18167640954 -5.19090290993
加练 -5.4827064052 -4.71378165522
无权 -5.18167640954 -5.19090290993
冷机 -4.30661514615 -5.66802416465
青莲镇 -5.18167640954 -5.66802416465
实体 -4.70455515482 -5.66802416465
逼抢 -5.4827064052 -4.88987291427
败下阵来 -5.4827064052 -5.36699416899
操控 -5.00558515048 -4.82292612464
雷击 -4.88064641388 -5.19090290993
一成 -4.52846389576 -5.66802416465
止息 -5.4827064052 -5.36699416899
价格比 -5.18167640954 -5.66802416465
越野 -5.4827064052 -5.19090290993
千亿美元 -4.3687630529 -5.66802416465
亨氏 -5.18167640954 -5.66802416465
海虹 -5.18167640954 -5.66802416465
大行 -5.00558515048 -5.66802416465
成高 -5.18167640954 -5.66802416465
死党 -5.4827064052 -5.36699416899
大龙 -5.4827064052 -4.96905416032
流言 -5.4827064052 -4.52189612898
华工 -4.2274339001 -5.66802416465
就算 -5.4827064052 -4.96905416032
通病 -5.4827064052 -5.19090290993
细节决定 -5.18167640954 -5.36699416899
防死 -5.4827064052 -4.14951022478
利及 -5.18167640954 -5.66802416465
湖南日报 -5.4827064052 -4.96905416032
委员 -4.52846389576 -5.36699416899
内遇 -5.4827064052 -5.36699416899
肯斯 -5.4827064052 -4.88987291427
煅炼 -5.4827064052 -5.36699416899
重操旧业 -5.18167640954 -5.66802416465
增厚 -4.25225748383 -5.66802416465
爵士 -5.4827064052 -4.04477487426
哈雷进 -5.4827064052 -5.36699416899
不可磨灭 -5.4827064052 -5.36699416899
枝头 -5.4827064052 -5.36699416899
阎嵩妙 -5.4827064052 -5.36699416899
重整旗鼓 -5.18167640954 -4.76493417766
散列通 -5.18167640954 -5.66802416465
事件簿 -5.18167640954 -5.66802416465
难以容忍 -5.18167640954 -5.36699416899
元老 -4.88064641388 -4.01481165088
得意忘形 -5.4827064052 -5.36699416899
石脑油 -4.63760836519 -5.66802416465
不少 -4.52846389576 -4.76493417766
美丽陷阱 -5.00558515048 -5.66802416465
重点班 -5.4827064052 -4.96905416032
闪耀 -5.4827064052 -3.60356617543
烈风 -5.18167640954 -5.66802416465
最强者 -5.4827064052 -4.96905416032
护膝 -5.4827064052 -5.36699416899
不小 -5.4827064052 -4.52189612898
抢购一空 -5.00558515048 -5.66802416465
代表队 -5.4827064052 -4.4919329056
九九归一 -5.4827064052 -5.19090290993
大马 -5.4827064052 -4.76493417766
狗狗 -5.4827064052 -5.36699416899
韩国 -3.61938354508 -3.69030055937
小遇 -5.4827064052 -5.19090290993
吉林敖东 -5.00558515048 -5.66802416465
东百 -4.40352515916 -5.66802416465
价格体系 -4.88064641388 -5.66802416465
猜想 -4.08476639653 -4.06596417333
广深铁路 -4.88064641388 -5.66802416465
七月份 -5.4827064052 -5.06596417333
同步 -4.25225748383 -5.66802416465
凶多吉少 -5.4827064052 -4.71378165522
创世 -4.88064641388 -5.66802416465
虚位以待 -5.18167640954 -5.66802416465
无疾而终 -5.4827064052 -5.36699416899
创业 -3.70455515482 -5.66802416465
策划者 -5.18167640954 -5.66802416465
商在 -5.18167640954 -5.66802416465
创一 -5.4827064052 -5.06596417333
江淮晨报 -5.4827064052 -5.19090290993
国足末 -5.4827064052 -4.76493417766
败也萧何 -5.4827064052 -5.36699416899
本案 -5.18167640954 -5.66802416465
创下 -4.4827064052 -4.55408081235
李开复 -5.00558515048 -5.66802416465
拉米 -4.88064641388 -5.66802416465
金化 -4.52846389576 -5.66802416465
近代 -5.4827064052 -4.71378165522
周俊生 -5.18167640954 -5.66802416465
商圈 -5.18167640954 -5.66802416465
问世 -4.57961641821 -5.66802416465
林区 -5.18167640954 -5.66802416465
读物 -5.18167640954 -5.66802416465
工资收入 -5.18167640954 -5.66802416465
字头 -5.18167640954 -4.88987291427
梁锦松 -5.4827064052 -5.36699416899
改会 -5.18167640954 -5.66802416465
人防 -5.4827064052 -4.96905416032
戏弄 -5.4827064052 -4.41275165955
持币观望 -5.00558515048 -5.66802416465
通关 -5.00558515048 -5.66802416465
梦因 -5.4827064052 -5.36699416899
金志扬 -5.4827064052 -4.58884291861
武学 -5.4827064052 -4.32560148383
弹射 -5.4827064052 -5.36699416899
严格遵守 -4.88064641388 -5.66802416465
滞后效应 -5.18167640954 -5.66802416465
货款 -5.18167640954 -5.66802416465
平日 -5.4827064052 -5.19090290993
伤情 -5.4827064052 -3.8686836152
教育部 -4.63760836519 -5.36699416899
商会会长 -5.18167640954 -5.66802416465
帅老 -5.4827064052 -5.36699416899
部件 -5.18167640954 -5.66802416465
已边 -5.4827064052 -5.19090290993
敦促 -4.33657836953 -5.66802416465
部份 -5.00558515048 -5.66802416465
银河系 -5.4827064052 -5.36699416899
晶晶 -5.4827064052 -5.36699416899
马内奇 -5.4827064052 -5.36699416899
瑞士 -4.3687630529 -2.53352830882
杜邦 -4.78373640087 -5.66802416465
常年 -5.4827064052 -5.36699416899
发售 -4.16048711047 -5.19090290993
新艺 -5.18167640954 -5.66802416465
本年度 -4.88064641388 -5.66802416465
奥耶 -5.4827064052 -5.36699416899
科勒妙 -5.4827064052 -5.36699416899
先决条件 -4.88064641388 -5.66802416465
忽视 -4.88064641388 -4.66802416465
里加 -5.18167640954 -5.66802416465
查克 -5.4827064052 -4.88987291427
诉讼费 -5.18167640954 -5.66802416465
汽车销量 -5.00558515048 -5.66802416465
平均主义 -5.4827064052 -5.36699416899
虚发 -5.4827064052 -5.36699416899
射门 -5.4827064052 -3.43757524328
损坏 -5.4827064052 -5.36699416899
伟岸 -5.4827064052 -5.36699416899
举棋 -5.4827064052 -5.36699416899
坐阵 -5.4827064052 -4.76493417766
这份 -5.18167640954 -5.19090290993
基力 -5.4827064052 -5.19090290993
伟业 -5.4827064052 -4.96905416032
三驾 -4.70455515482 -5.06596417333
插秧 -5.4827064052 -5.06596417333
烽火 -5.00558515048 -4.6266314795
八点 -5.18167640954 -5.19090290993
辞职 -3.80146516783 -4.03455570907
任何人 -5.4827064052 -5.36699416899
斯坦 -5.4827064052 -5.19090290993
聊城 -5.00558515048 -5.66802416465
假钞 -5.18167640954 -5.66802416465
房地产商 -4.57961641821 -5.66802416465
奇霸 -5.4827064052 -5.19090290993
中小企业 -3.6566316025 -5.66802416465
命中 -5.4827064052 -4.41275165955
势必 -5.4827064052 -4.66802416465
物业 -4.00558515048 -5.66802416465
几把 -5.18167640954 -5.66802416465
花生油 -4.70455515482 -5.66802416465
耀欧 -5.4827064052 -5.06596417333
傻眼 -5.4827064052 -5.36699416899
属性 -5.18167640954 -5.66802416465
判处 -5.4827064052 -5.36699416899
植之元 -5.00558515048 -5.66802416465
牛奶 -5.18167640954 -5.66802416465
泄气 -5.4827064052 -5.36699416899
曝用 -5.4827064052 -5.19090290993
五段 -5.4827064052 -5.19090290993
持卡人 -4.70455515482 -5.66802416465
主持会议 -5.00558515048 -5.66802416465
拉德福 -5.18167640954 -5.66802416465
旅游局 -5.18167640954 -5.66802416465
首都机场 -4.05134264105 -5.06596417333
宏运 -5.4827064052 -4.71378165522
翻译社 -5.18167640954 -5.66802416465
宏远 -5.4827064052 -5.19090290993
供油 -5.00558515048 -5.66802416465
兔子 -5.00558515048 -5.36699416899
翱翔 -5.4827064052 -5.06596417333
补血 -5.4827064052 -5.36699416899
反攻 -3.6566316025 -4.96905416032
司局 -4.70455515482 -5.66802416465
气度 -5.4827064052 -4.82292612464
别太 -5.4827064052 -5.19090290993
花魁 -5.4827064052 -4.55408081235
顺彩 -5.4827064052 -4.11172166389
中恒 -4.78373640087 -5.66802416465
刀锋战士 -5.4827064052 -5.19090290993
东三省 -4.78373640087 -5.66802416465
幸福生活 -5.4827064052 -5.36699416899
沿江 -5.18167640954 -5.66802416465
一汽集团 -4.88064641388 -5.66802416465
目露凶光 -5.4827064052 -5.36699416899
普洱茶 -4.78373640087 -5.66802416465
片场 -5.18167640954 -5.66802416465
混合泳 -5.4827064052 -5.06596417333
尤存 -5.18167640954 -5.66802416465
巴续 -5.18167640954 -5.66802416465
醒悟 -5.4827064052 -5.19090290993
沙滩 -5.4827064052 -4.55408081235
冲突 -4.57961641821 -4.22086613331
林纸 -5.18167640954 -5.66802416465
脑门 -5.4827064052 -4.43757524328
寄语 -4.44131372005 -5.36699416899
阿扎 -5.4827064052 -4.08824056804
女星 -5.18167640954 -4.58884291861
蓝狮助 -5.4827064052 -5.19090290993
季营 -5.18167640954 -5.66802416465
何宗凯 -5.18167640954 -5.66802416465
集聚 -5.00558515048 -5.66802416465
一言 -5.4827064052 -5.36699416899
巡游 -5.4827064052 -4.96905416032
钟伟 -4.63760836519 -5.66802416465
献防 -5.4827064052 -5.19090290993
课题组 -5.4827064052 -5.36699416899
河网 -5.18167640954 -5.66802416465
修建 -5.4827064052 -5.36699416899
公顷 -4.78373640087 -5.66802416465
创维 -4.06773305723 -5.66802416465
迟早会 -5.00558515048 -5.66802416465
收阳 -4.88064641388 -5.66802416465
独平 -5.4827064052 -5.36699416899
规范化 -5.18167640954 -5.36699416899
诚志 -4.40352515916 -5.66802416465
宗垒 -5.4827064052 -4.96905416032
收阴 -4.78373640087 -5.66802416465
虚高 -5.00558515048 -5.66802416465
教养 -5.4827064052 -5.36699416899
俄罗斯队 -5.4827064052 -3.95202082102
真凶 -5.00558515048 -4.43757524328
忽生 -5.4827064052 -5.19090290993
滥用 -4.88064641388 -5.66802416465
稳惹 -5.18167640954 -5.66802416465
推射 -5.4827064052 -3.93563040483
阴下 -4.70455515482 -5.66802416465
尼格罗 -5.4827064052 -5.19090290993
论坛 -3.4698691805 -4.71378165522
前意 -5.4827064052 -5.36699416899
马特 -5.4827064052 -5.06596417333
销品 -5.00558515048 -5.66802416465
上旬 -4.70455515482 -5.19090290993
应急 -3.7345183782 -5.19090290993
波帕 -5.4827064052 -5.36699416899
真假难辨 -5.18167640954 -5.06596417333
加强力量 -5.4827064052 -5.19090290993
阵容庞大 -5.4827064052 -5.19090290993
收复失地 -5.18167640954 -5.19090290993
金贵大赞 -5.4827064052 -5.36699416899
洪涝灾害 -4.4827064052 -5.66802416465
奥玛仕 -5.18167640954 -5.66802416465
华侨 -4.52846389576 -5.19090290993
呼叫 -4.78373640087 -5.66802416465
昌吉 -5.4827064052 -5.36699416899
波纳 -5.00558515048 -5.66802416465
何必当初 -5.4827064052 -5.36699416899
千伏 -4.78373640087 -5.66802416465
悬崖 -5.4827064052 -4.52189612898
迅猛发展 -5.18167640954 -5.66802416465
吴鹏根 -5.4827064052 -5.36699416899
逃窜 -5.18167640954 -5.66802416465
海斯 -4.70455515482 -5.66802416465
携子 -5.4827064052 -4.88987291427
绝世武功 -5.4827064052 -5.19090290993
线队 -5.4827064052 -5.19090290993
头重脚轻 -5.4827064052 -5.36699416899
美名 -5.4827064052 -4.82292612464
预降 -4.57961641821 -5.66802416465
深赤湾 -5.00558515048 -5.66802416465
放走 -5.4827064052 -4.88987291427
各显神通 -5.4827064052 -5.36699416899
拉伤 -5.4827064052 -4.58884291861
汉堡 -5.18167640954 -4.88987291427
进口税 -5.18167640954 -5.66802416465
身份证 -4.63760836519 -5.66802416465
不为人知 -5.4827064052 -5.06596417333
紫江企业 -4.63760836519 -5.66802416465
针对性 -5.4827064052 -4.96905416032
采用 -4.44131372005 -4.66802416465
二度 -4.63760836519 -4.96905416032
罗林森 -5.4827064052 -5.36699416899
主哨 -5.4827064052 -4.88987291427
和事佬 -5.4827064052 -5.19090290993
凡尔赛 -5.4827064052 -5.19090290993
及时 -4.18167640954 -4.58884291861
信赖 -5.18167640954 -4.76493417766
尾号 -5.4827064052 -5.19090290993
及早 -5.18167640954 -5.66802416465
曲棍球赛 -5.4827064052 -5.19090290993
质轻 -5.18167640954 -5.66802416465
为重 -5.4827064052 -5.36699416899
焦灼 -5.4827064052 -4.96905416032
无所畏惧 -5.4827064052 -5.36699416899
陡然 -5.18167640954 -5.66802416465
科利 -5.4827064052 -5.36699416899
放不下 -5.4827064052 -5.06596417333
新的一页 -5.00558515048 -5.66802416465
不惜 -5.4827064052 -4.71378165522
平仓 -5.00558515048 -5.66802416465
德桑克 -5.4827064052 -4.96905416032
灰军 -5.4827064052 -5.19090290993
没见 -4.88064641388 -5.66802416465
奥帆赛 -5.4827064052 -4.16287418633
天文台 -5.4827064052 -5.36699416899
欲盖弥彰 -5.4827064052 -4.96905416032
越为 -5.18167640954 -5.66802416465
不想 -5.00558515048 -4.13654524761
新品种 -4.78373640087 -5.66802416465
施压 -4.30661514615 -4.463904182
单秀巧 -4.70455515482 -5.66802416465
还给 -5.18167640954 -5.36699416899
科创 -4.2274339001 -5.66802416465
免税店 -5.4827064052 -5.19090290993
喜破 -5.4827064052 -5.36699416899
小震 -5.18167640954 -5.66802416465
化名 -5.4827064052 -5.36699416899
珠啤 -5.18167640954 -5.66802416465
赔款 -4.08476639653 -5.66802416465
跨界 -5.18167640954 -5.66802416465
后智叟 -5.4827064052 -5.36699416899
热干面 -5.18167640954 -5.66802416465
用于 -4.14028372438 -5.19090290993
山神 -5.4827064052 -5.19090290993
看来 -5.4827064052 -5.19090290993
美亚 -5.00558515048 -5.66802416465
用人 -5.00558515048 -4.71378165522
奥兹坎 -5.4827064052 -5.36699416899
轻型 -5.18167640954 -5.66802416465
经验丰富 -5.18167640954 -4.71378165522
生产商 -5.18167640954 -5.66802416465
一球 -5.4827064052 -4.32560148383
小露 -5.4827064052 -5.36699416899
演员 -5.4827064052 -5.19090290993
中东地区 -5.00558515048 -5.66802416465
排排 -5.4827064052 -4.96905416032
佐丹奴 -4.88064641388 -5.66802416465
健美 -5.4827064052 -4.30629632864
绑带 -5.4827064052 -5.36699416899
质疑 -3.69737657019 -3.66802416465
白白 -5.4827064052 -5.19090290993
战定 -5.4827064052 -5.36699416899
爱波网 -5.4827064052 -4.25305081668
德切 -5.4827064052 -4.463904182
伍宝莲 -5.00558515048 -5.66802416465
犹存 -4.27858642255 -5.19090290993
不依不饶 -5.4827064052 -5.36699416899
养老险 -4.63760836519 -5.66802416465
旭日 -5.18167640954 -5.66802416465
软柿子 -5.4827064052 -5.19090290993
树园 -5.00558515048 -5.66802416465
实益 -4.78373640087 -5.66802416465
挑灯夜战 -5.18167640954 -5.36699416899
冰激淋 -5.4827064052 -5.36699416899
长驱直入 -5.4827064052 -5.36699416899
达吁 -5.18167640954 -5.66802416465
德利 -5.18167640954 -5.36699416899
双将 -5.4827064052 -4.96905416032
校园行 -5.4827064052 -5.19090290993
党组织 -5.18167640954 -5.66802416465
强降雨 -4.25225748383 -5.66802416465
皇帝 -5.18167640954 -3.77039707336
大决战 -5.4827064052 -4.76493417766
李玉赋 -5.18167640954 -5.66802416465
初见成效 -5.18167640954 -5.19090290993
区块 -5.18167640954 -5.66802416465
五千万 -5.18167640954 -5.66802416465
古树 -5.4827064052 -5.36699416899
未眠 -5.4827064052 -4.76493417766
凯迪拉克 -4.88064641388 -5.66802416465
胡志明 -5.00558515048 -5.66802416465
新龙头 -4.57961641821 -5.66802416465
原凶 -5.00558515048 -5.66802416465
空战 -5.4827064052 -4.96905416032
乱涨价 -5.18167640954 -5.66802416465
常晨晨 -5.4827064052 -5.06596417333
基金业 -4.4827064052 -5.66802416465
翠微 -5.4827064052 -5.19090290993
及时雨 -5.4827064052 -5.06596417333
北京晨报 -5.4827064052 -4.71378165522
继海 -5.4827064052 -3.50070682991
深成指 -3.95122748816 -5.66802416465
意帅 -5.4827064052 -5.06596417333
双误 -5.4827064052 -4.76493417766
集中精力 -5.4827064052 -5.19090290993
